啊	ɑ
眾	ʦoŋ³⁴
衆	ʦoŋ³⁴
綜	ʦoŋ³⁴
蹤	ʦoŋ⁵³
總	ʦoŋ²³
傯	ʦoŋ²³
縱	ʦoŋ³⁴
詛	ʦu²³
組	ʦu²³
張	ʦɑ̃⁵³
漲	ʦɑ̃³⁴
帳	ʦɑ̃³⁴
脹	ʦɑ̃³⁴
賬	ʦɑ̃³⁴
爭	ʦɑ̃⁵³
睜	ʦɑ̃⁵³
錚	ʦɑ̃⁵³
諍	ʦɑ̃⁵³
識	ʦɿ³⁴
梔	ʦɿ⁵³
紙	ʦɿ²³
軹	ʦɿ²³
志	ʦɿ³⁴
誌	ʦɿ³⁴
製	ʦɿ³⁴
幟	ʦɿ³⁴
摯	ʦɿ³⁴
緻	ʦɿ³⁴
贄	ʦɿ³⁴
輊	ʦɿ³⁴
鷙	ʦɿ³⁴
觶	ʦɿ³⁴
躓	ʦɿ³⁴
誅	ʦɿ⁵³
諸	ʦɿ⁵³
豬	ʦɿ⁵³
銖	ʦɿ⁵³
櫧	ʦɿ⁵³
瀦	ʦɿ⁵³
櫫	ʦɿ⁵³
註	ʦɿ³⁴
貯	ʦɿ²³
駐	ʦɿ³⁴
鑄	ʦɿ³⁴
茲	ʦɿ⁵³
貲	ʦɿ⁵³
資	ʦɿ⁵³
緇	ʦɿ⁵³
諮	ʦɿ⁵³
輜	ʦɿ⁵³
錙	ʦɿ⁵³
齜	ʦɿ⁵³
鯔	ʦɿ⁵³
繰	ʦɔ⁵³
繅	ʦɔ²³
棗	ʦɔ²³
竈	ʦɔ³⁴
釗	ʦɔ⁵³
詔	ʦɔ³⁴
轉	ʦø
責	ʦəˀ⁵⁵
鄒	ʦɤ
車	ʦʰo
沖	ʦʰoŋ
衝	ʦʰoŋ
廠	ʦʰɑ̃
會	uɛ³⁴
薈	uɛ³⁴
諉	uɛ²³
罰	vɑˀ¹²
閥	vɑˀ¹²
墳	vəŋ⁵³
憤	vəŋ²³
鱝	vəŋ²³
紋	vəŋ⁵³
閿	vəŋ⁵³
魴	vɑ̃⁵³
輞	vɑ̃²³
礬	vɛ⁵³
釩	vɛ⁵³
煩	vɛ⁵³
飯	vɛ³⁴
範	vɛ²³
萬	vɛ³⁴
費	vi³⁴
維	vi⁵³
濰	vi⁵³
縛	voˀ¹²
馮	voŋ⁵³
縫	voŋ⁵³
鳳	voŋ³⁴
負	vɤ²³
鳧	vu⁵³
鳬	vu⁵³
輔	vu³⁴
婦	vu²³
駙	vu³⁴
鮒	vu³⁴
賻	vu³⁴
蕪	vu⁵³
嫵	vu²³
廡	vu²³
憮	vu²³
鵡	vu²³
務	vu³⁴
騖	vu³⁴
霧	vu³⁴
鶩	vu³⁴
嘗	zɑ̃⁵³
償	zɑ̃⁵³
緔	zɑ̃²³
鞝	zɑ̃²³
臟	zɑ̃³⁴
髒	zɑ̃³⁴
狀	zɑ̃³⁴
長	zã⁵³
腸	zã⁵³
萇	zã⁵³
場	zã⁵³
棖	zã⁵³
鋥	zã³⁴
碩	zɑˀ¹²
澤	zɑˀ¹²
賾	zɑˀ¹²
閘	zɑˀ¹²
鍘	zɑˀ¹²
擲	zɑˀ¹²
著	zɑˀ¹²
賊	zəˀ¹²
殘	zɛ⁵³
慚	zɛ⁵³
讒	zɛ⁵³
饞	zɛ⁵³
戔	zɛ⁵³
暫	zɛ³⁴
鏨	zɛ³⁴
瓚	zɛ²³
棧	zɛ³⁴
綻	zɛ³⁴
驏	zɛ²³
賺	zɛ²³
儔	zɤ⁵³
幬	zɤ⁵³
綢	zɤ⁵³
疇	zɤ⁵³
籌	zɤ⁵³
躊	zɤ⁵³
讎	zɤ⁵³
壽	zɤ³⁴
綬	zɤ³⁴
紂	zɤ²³
葤	zɤ²³
驟	zɤ³⁴
層	zən⁵³
塵	zən⁵³
陳	zən⁵³
諶	zən⁵³
誠	zən⁵³
鋮	zən⁵³
懲	zən⁵³
純	zən⁵³
蒓	zən⁵³
蓴	zən⁵³
鶉	zən⁵³
紉	zən³⁴
軔	zən³⁴
潤	zən³⁴
腎	zən²³
澠	zən⁵³
繩	zən⁵³
順	zən³⁴
贈	zən³⁴
陣	zən³⁴
鴆	zən³⁴
鄭	zən³⁴
馳	zɿ⁵³
遲	zɿ⁵³
廚	zɿ⁵³
鋤	zɿ⁵³
雛	zɿ⁵³
櫥	zɿ⁵³
躕	zɿ⁵³
儲	zɿ²³
詞	zɿ⁵³
辭	zɿ⁵³
鶿	zɿ⁵³
鷀	zɿ⁵³
齟	zɿ²³
銣	zɿ⁵³
顬	zɿ⁵³
時	zɿ⁵³
塒	zɿ⁵³
蒔	zɿ³⁴
鰣	zɿ⁵³
視	zɿ³⁴
鈰	zɿ²³
謚	zɿ³⁴
樹	zɿ³⁴
竪	zɿ²³
豎	zɿ²³
飼	zɿ³⁴
滯	zɿ³⁴
佇	zɿ²³
苧	zɿ²³
漬	zɿ³⁴
眥	zɿ³⁴
餷	zo⁵³
鹺	zo⁵³
鉈	zo⁵³
蠶	zø⁵³
嬋	zø⁵³
禪	zø⁵³
禪	zø³⁴
纏	zø⁵³
蟬	zø⁵³
傳	zø⁵³
錘	zø⁵³
鎚	zø⁵³
單	zø⁵³
撣	zø³⁴
懟	zø³⁴
銳	zø³⁴
鋭	zø³⁴
繕	zø³⁴
贍	zø³⁴
鱔	zø²³
誰	zø⁵³
隨	zø⁵³
攢	zø⁵³
饌	zø²³
墜	zø³⁴
縋	zø³⁴
躦	zø⁵³
擾	zɔ²³
紹	zɔ²³
趙	zɔ²³
餷	zo⁵³
鹺	zo⁵³
鉈	zo⁵³
飠	zəˀ¹²
實	zəˀ¹²
蝕	zəˀ¹²
術	zəˀ¹²
雜	zəˀ¹²
擇	zəˀ¹²
澤	zəˀ¹²
賊	zəˀ¹²
蟄	zəˀ¹²
轍	zəˀ¹²
躑	zəˀ¹²
蟲	zoŋ⁵³
從	zoŋ⁵³
叢	zoŋ⁵³
訟	zoŋ³⁴
誦	zoŋ³⁴
頌	zoŋ³⁴
嚌	ʑi³⁴
鱭	ʑi²³
齊	ʑi⁵³
臍	ʑi⁵³
蠐	ʑi⁵³
薺	ʑi⁵³
謝	ʑia³⁴
鋣	ʑia⁵³
墻	ʑiɑ̃⁵³
牆	ʑiɑ̃⁵³
嬙	ʑiɑ̃⁵³
薔	ʑiɑ̃⁵³
檣	ʑiɑ̃⁵³
詳	ʑiɑ̃⁵³
鐔	ʑin⁵³
儘	ʑin²³
盡	ʑin²³
藎	ʑin³⁴
燼	ʑin³⁴
贐	ʑin³⁴
凈	ʑin³⁴
靚	ʑin³⁴
靜	ʑin²³
餳	ʑin⁵³
尋	ʑin⁵³
馴	ʑin⁵³
潯	ʑin⁵³
鱘	ʑin⁵³
鷲	ʑiɤ³⁴
